ID,Name,Team,Pos,Price,14_pts,15_pts,16_pts,17_pts,18_pts,19_pts,20_pts
462,Kamaldeen,SOU,MID,5,0.8339,0.83076,0.84139,0.82836,0.9005,0.83643,0.86996
463,Lallana,SOU,MID,5,0,0.01404,0.8566,1.04962,1.12221,1.11265,1.13133
464,Larios,SOU,DEF,4,0,0,0,0,0,0,0
465,Lis,SOU,GK,4,0.00718,0.00823,0.00726,0.00744,0.00701,0.00818,0.00696
466,Lumley,SOU,GK,4,0.00688,0.00836,0.00729,0.00804,0.00656,0.00747,0.00652
467,Manning,SOU,DEF,4.3,1.71995,1.93317,1.72412,1.8204,1.72094,1.78562,1.66141
468,Mara,SOU,FWD,5,0.51988,0.56109,0.54005,0.53571,0.58148,0.54593,0.55171
469,McCarthy,SOU,GK,4.3,3.31605,4.16659,3.47287,1.17961,0.5022,0.59423,0.49917
470,Onuachu,SOU,FWD,4.9,0.67945,0.96372,1.0527,1.18694,1.24684,1.206,1.21901
471,Smallbone,SOU,MID,5,0,0,0,0,0,0,0
472,Stephens,SOU,DEF,4,1.97508,2.28569,1.98024,2.13414,1.9517,2.10108,1.8934
473,Stewart,SOU,FWD,4.5,0,0,0,0,0,0,0
474,Sugawara,SOU,DEF,4.5,2.35779,2.67282,2.36928,2.52029,2.37796,2.46007,2.28227
475,Taylor,SOU,DEF,3.9,0.54288,0.6134,0.54407,0.57288,0.53635,0.56377,0.52042
476,Walker-Peters,SOU,DEF,4.4,2.39476,2.63968,2.40474,2.4933,2.41237,2.45385,2.33517
477,Wood,SOU,DEF,4,0.0439,0.05096,0.04395,0.04733,0.04301,0.04643,0.04166
478,A.Phillips,TOT,DEF,4,0,0,0,0,0,0,0
479,Austin,TOT,GK,4,0.00806,0.00687,0.00879,0.00742,0.00714,0.00665,0.00746
480,Bentancur,TOT,MID,5,0,0,0,0,1.56508,1.72922,1.63205
481,Bergvall,TOT,MID,4.4,0.58504,0.56663,0.66937,0.53939,0.58391,0.64557,0.6021
482,Bissouma,TOT,MID,4.9,1.65204,1.6802,1.83924,1.63226,1.66073,1.86204,1.7676
483,Bryan,TOT,MID,5,0,0,0,0,0,0,0
484,Davies,TOT,DEF,4.3,0.90522,0.85206,0.87285,0.84955,0.87891,0.84509,0.84907
485,Devine,TOT,MID,4.5,0,0,0,0,0,0,0
486,Dragusin,TOT,DEF,4.3,1.61017,1.5494,1.57054,1.53694,1.56718,1.5611,1.5547
487,E.Royal,TOT,DEF,4.5,0,0,0,0,0,0,0
488,Forster,TOT,GK,4.3,4.08093,3.29657,4.42981,3.55656,3.64676,3.1954,3.57864
489,Gray,TOT,MID,4.7,0.50889,0.50146,0.58071,0.479,0.51134,0.56685,0.53091
490,Højbjerg,TOT,MID,5,0,0,0,0,0,0,0
491,Johnson,TOT,MID,6.7,2.901,3.06472,3.5238,2.93117,3.09706,3.46329,3.24833
492,Kulusevski,TOT,MID,6.3,3.02428,3.05183,3.54689,2.89007,3.13299,3.43531,3.21497
493,"Lo Celso",TOT,MID,4.9,0.93196,0.97426,1.01213,0.90118,0.95791,1.04231,1.0285
494,Maddison,TOT,MID,7.6,2.96429,3.19338,3.5643,2.95582,3.0724,3.65106,3.37076
495,"Pedro Porro",TOT,DEF,5.6,3.26309,3.17486,3.41431,3.06955,3.20961,3.37831,3.25656
496,Reguilón,TOT,DEF,4.2,0.14362,0.13475,0.14632,0.13204,0.14038,0.1404,0.13724
497,Richarlison,TOT,FWD,6.8,0,0,0,0,0.01699,0.01963,1.39621
498,Romero,TOT,DEF,5,0.93405,1.90344,2.58625,2.65041,2.76511,2.93667,2.85592
499,P.M.Sarr,TOT,MID,4.8,1.75733,1.70868,1.98942,1.63478,1.76134,1.91639,1.80129
500,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0
501,Skipp,LEI,MID,4.8,1.14642,1.09575,1.07237,1.1822,1.02179,1.0189,1.09545
502,Solomon,TOT,MID,5.4,0,0,0,0,0,0,0
503,Son,TOT,MID,9.9,3.54874,4.26477,4.17073,3.87757,3.59901,4.85341,4.46099
504,Spence,TOT,DEF,4.4,1.31942,1.26696,1.29076,1.25259,1.28121,1.28333,1.27379
505,Udogie,TOT,DEF,4.9,2.74681,2.64515,2.76495,2.5984,2.68771,2.736,2.68444
506,"Van de Ven",TOT,DEF,4.6,0,0.0263,1.93691,2.16074,2.22908,2.30308,2.27918
507,Veliz,TOT,FWD,5,0,0,0,0,0,0,0
508,Vicario,TOT,GK,5,0,0,0,0,0,0,0
509,Werner,TOT,MID,6.2,2.10748,2.21239,2.5443,2.1067,2.21903,2.52704,2.35673
510,Whiteman,TOT,GK,4,0.00806,0.00686,0.00879,0.00742,0.00714,0.00664,0.00746
511,Álvarez,WHU,MID,5,1.49837,1.47166,1.38362,1.35837,1.54721,1.27604,1.31393
512,Antonio,WHU,FWD,5.4,2.30541,2.31685,2.09073,2.1519,2.42235,1.95235,1.86923
513,Areola,WHU,GK,4.3,1.43571,1.33721,1.69361,1.38764,1.84056,1.49261,1.88144
514,Bowen,WHU,MID,7.4,3.16287,3.66678,2.92445,3.27115,3.35179,2.94757,2.75938
515,Cornet,SOU,MID,4.7,0.12173,0.12278,0.1242,0.12325,0.13369,0.12423,0.12885
516,Coufal,WHU,DEF,4.3,1.54982,1.65803,1.6205,1.57921,1.58437,1.59982,1.82683
517,Cresswell,WHU,DEF,4,0.43209,0.4306,0.46196,0.41465,0.4396,0.43456,0.53928
518,Downes,SOU,MID,4.8,0,1.97831,2.04869,1.98128,2.18565,1.98025,2.10816
519,Earthy,WHU,MID,4.5,0,0,0,0,0,0,0
520,Emerson,WHU,DEF,4.4,2.2565,2.32253,2.37144,2.22589,2.30363,2.28339,2.69157
521,Fabianski,WHU,GK,4.1,1.96496,1.92105,2.35182,1.99671,2.57222,2.15418,2.63358
522,Foderingham,WHU,GK,4.3,0.00835,0.00773,0.00985,0.00802,0.01071,0.00863,0.01095
523,Ings,WHU,FWD,5,1.31303,1.29535,1.13895,1.16599,1.38816,1.01311,0.96764
524,Kilman,WHU,DEF,4.5,2.67699,2.5884,2.74753,2.49519,2.71775,2.54747,3.02063
525,Kudus,WHU,MID,6.2,1.63283,1.99098,1.51899,1.80113,1.72396,1.63916,1.44271
526,L.Guilherme,WHU,MID,4.7,0.40235,0.4131,0.37348,0.37989,0.42172,0.35364,0.3543
527,L.Paquetá,WHU,MID,5.8,2.64866,2.88205,2.47952,2.63429,2.79423,2.42529,2.36286
528,Mavropanos,WHU,DEF,4.4,0.90088,1.19659,1.40336,1.35568,1.43334,1.39846,1.67507
529,N.Aguerd,WHU,DEF,4.4,0,0,0,0,0,0,0
530,Souček,WHU,MID,4.9,1.9886,2.13991,1.84762,1.95656,2.06751,1.80998,1.76042
531,Ward-Prowse,NFO,MID,6.2,1.3367,1.45476,1.47852,1.50522,1.46634,1.38843,1.56439
532,Zouma,WHU,DEF,4.4,0,0,0,0,0,0,0
533,Aït-Nouri,WOL,DEF,4.9,2.25944,2.51547,2.21962,2.34015,2.19782,2.66873,2.23478
534,B.Traore,WOL,MID,4.8,0,0,0,0,0,0,0
535,Bellegarde,WOL,MID,5,1.68784,1.83131,1.82254,1.89773,1.77647,1.75395,1.8459
536,Bentley,WOL,GK,4,0.00767,0.00783,0.00597,0.00695,0.00708,0.00872,0.00675
537,Chiquinho,WOL,MID,4.5,0,0,0,0,0,0,0
538,Chirewa,WOL,MID,4.5,0,0,0,0,0,0,0
539,Chiwome,WOL,FWD,4.5,0.00871,0.00923,0.0086,0.00973,0.00827,0.00792,0.00872
540,Cundle,WOL,MID,4.5,0.00165,0.00177,0.00171,0.0018,0.00165,0.00164,0.00172
541,Cunha,WOL,FWD,7.1,2.78958,2.847,3.01361,2.94101,2.91027,2.47558,3.04415
542,Dawson,WOL,DEF,4.4,1.88006,2.06419,1.84002,1.92522,1.85144,2.21298,1.8724
543,Doherty,WOL,DEF,4.3,0.77643,0.87781,0.75971,0.79611,0.76351,0.96526,0.77146
544,Doyle,WOL,MID,4.8,0.9883,1.04233,0.97618,1.0692,0.96776,0.97997,1.00233
545,"Fábio Silva",WOL,FWD,5,0,0,0,0,0,0,0
546,Fraser,WOL,FWD,4.5,0,0,0,0,0,0,0
547,Gonzalez,WOL,MID,4.4,0,0,0,0,0,0,0
548,Guedes,WOL,MID,5.3,1.43183,1.61568,1.70509,1.67129,1.59935,1.51425,1.6923
549,H.Bueno,WOL,DEF,4.5,0,0,0,0,0,0,0
550,"Hee Chan",WOL,MID,6.1,1.86385,2.03868,1.88425,2.03728,1.80002,1.87017,1.88085
551,Hodge,WOL,MID,4.5,0,0,0,0,0,0,0
552,Hoever,WOL,DEF,4,0,0,0,0,0,0,0
553,J.Gomes,WOL,MID,4.9,2.17095,2.26548,2.23154,2.28713,2.18136,2.13482,2.24837
554,"José Sá",WOL,GK,4.3,2.77752,2.83578,2.21017,2.53794,2.58143,3.13383,2.47282
555,Kalajdžić,WOL,FWD,4.8,0,0,0,0,0,0,0
556,King,WOL,GK,4,0.00746,0.00762,0.00582,0.00677,0.00688,0.00847,0.00657
557,"Mario Jr.",WOL,MID,5,2.36218,2.44373,2.41808,2.4111,2.32162,2.24561,2.4002
558,Mosquera,WOL,DEF,3.9,0,0,0,0,0,0,0
559,N.Semedo,WOL,DEF,4.5,0,2.38384,2.12037,2.1988,2.10549,2.55172,2.13624
560,Neto,CHE,MID,6.2,1.1765,1.32126,1.80645,1.51002,1.83957,1.52997,1.57364
561,"Pedro Lima",WOL,DEF,4,0.01555,0.01748,0.01515,0.01597,0.01514,0.01902,0.01532
562,Podence,WOL,MID,5.5,1.53218,1.61808,1.57806,1.63537,1.68892,1.53191,1.67007
563,R.Gomes,WOL,MID,5.2,1.30047,1.4102,1.41098,1.41939,1.33552,1.29999,1.39995
564,S.Bueno,WOL,DEF,4.3,1.40004,1.55127,1.3707,1.43754,1.36637,1.66389,1.38223
565,Sarabia,WOL,MID,5.1,0.96061,1.08001,1.13207,1.07551,1.0416,0.98596,1.10083
566,"Strand Larsen",WOL,FWD,5.6,2.18599,2.26733,2.25307,2.33096,2.17708,2.02539,2.2577
567,Toti,WOL,DEF,4.3,2.13538,2.3599,2.13985,2.18959,2.13955,2.53779,2.16876
568,Muric,IPS,GK,4.4,3.42416,3.44517,3.86569,3.75542,4.69754,3.47061,4.24843
569,Jaden,AVL,MID,5.3,1.28033,1.32888,1.14634,1.07007,1.10919,1.23128,1.44433
570,A.Fatawu,LEI,MID,5.3,0,0,0,0,0,0,0
571,Sávio,MCI,MID,6.5,2.73036,2.31254,2.56184,2.38666,2.74346,2.50174,2.98835
572,Yoro,MUN,DEF,4.3,0.1805,0.31342,0.49686,0.48141,0.53297,0.50877,0.56427
573,Milenković,NFO,DEF,4.5,2.74263,2.51659,2.33823,2.73782,2.39139,2.3095,2.53762
574,Pivas,NEW,DEF,4,0,0,0,0,0,0,0
575,Wiley,CHE,DEF,4,0,0,0,0,0,0,0
576,Irving,WHU,MID,4.8,0.98872,1.03349,0.90164,0.9359,1.03182,0.86196,0.84904
577,Lindstrøm,EVE,MID,5.1,2.0883,1.7218,1.60452,1.83534,1.65781,1.91625,1.75109
578,Calafiori,ARS,DEF,5.8,2.91953,3.01622,3.00198,2.96584,3.02183,3.22785,2.94475
579,Sessegnon,FUL,DEF,4.2,0.00284,0.00382,0.00485,0.00432,0.00511,0.00458,0.0044
580,Huijsen,BOU,DEF,4.3,1.68104,1.63123,1.67755,1.78156,1.62803,1.79712,1.57888
581,Jørgensen,CHE,GK,4.2,0.28348,0.27364,0.20035,0.243,0.20971,0.21133,0.24389
582,O'Brien,EVE,DEF,4.6,0.11219,0.10595,0.12138,0.1082,0.1223,0.10625,0.11125
583,Townsend,IPS,DEF,4,0.23342,0.24285,0.26236,0.24632,0.30344,0.24712,0.26731
584,"Brereton Díaz",SOU,MID,5,1.07948,1.06113,1.0933,1.0622,1.17626,1.06343,1.12672
585,I.Sarr,CRY,MID,5.7,2.43662,2.37254,2.52608,2.43526,2.53876,2.93926,2.71539
586,J.Cuenca,FUL,DEF,4.4,0.26437,0.32251,0.36896,0.32424,0.38886,0.34556,0.34199
587,Summerville,WHU,MID,5.7,1.72236,1.878,1.56786,1.67809,1.82515,1.51779,1.47031
588,G.Rodríguez,WHU,MID,4.8,1.85492,1.98302,1.73817,1.85256,1.92205,1.75017,1.66334
589,Füllkrug,WHU,FWD,6.7,0.02626,2.24958,2.09569,2.28179,2.51973,2.06903,1.87022
590,Osula,NEW,FWD,5,0.37757,0.45352,0.50996,0.43836,0.43041,0.4672,0.41738
591,Todibo,WHU,DEF,4.3,2.25791,2.26276,2.3226,2.15925,2.30813,2.18728,2.57056
592,J.Araujo,BOU,DEF,4.4,0,0,0,0,0,0,0
593,"De Ligt",MUN,DEF,5,2.88554,2.52889,2.90802,2.61646,2.77757,2.60654,2.81207
594,Mazraoui,MUN,DEF,4.7,2.65337,2.36157,2.66484,2.43884,2.46058,2.43715,2.57149
595,Gruda,BHA,MID,5.4,0.59498,0.8368,0.93483,0.9829,0.95318,0.92706,0.8499
596,"Jota Silva",NFO,MID,5.9,1.6797,1.93068,2.05976,2.07215,2.06606,1.90391,2.15938
597,Lewis-Skelly,ARS,MID,4.5,0.16235,0.16545,0.17336,0.16819,0.16709,0.16947,0.16039
598,Bogarde,AVL,DEF,4,0.5772,0.55173,0.62137,0.60942,0.68942,0.5826,0.6132
599,Dennis,BOU,GK,4,0.00756,0.00665,0.0068,0.0086,0.00703,0.00836,0.00668
600,Ayari,BHA,MID,5,1.92907,2.01977,2.00674,2.00222,1.94535,1.90681,1.7723
601,Moran,BHA,MID,5,0,0,0,0,0,0,0
602,Trevitt,BRE,MID,4.5,0.05681,0.05868,0.05486,0.05856,0.05544,0.05413,0.0633
603,Armstrong,EVE,MID,4.5,0.05513,0.04656,0.04545,0.04873,0.04638,0.05151,0.04907
604,King,FUL,MID,4.5,0.00031,0.00029,0.00028,0.00032,0.00029,0.00032,0.00031
605,Godo,FUL,MID,4.5,0.01684,0.01588,0.01536,0.01771,0.01621,0.01773,0.01707
606,Alves,LEI,MID,4.5,0.01436,0.01358,0.0131,0.01484,0.01239,0.01244,0.01354
607,O’Reilly,MCI,MID,4.9,0.02704,0.02608,0.02595,0.02595,0.02736,0.02748,0.02811
608,Dibling,SOU,MID,4.5,0,1.56439,1.58671,1.56,1.70427,1.56853,1.63613
609,Lankshear,TOT,FWD,4.5,0.01415,0.01297,0.0173,0.01214,0.01442,0.01564,0.01418
610,Moore,TOT,MID,4.5,0,0.01647,0.65626,0.66605,0.70189,0.82232,0.77344
611,Szmodics,IPS,MID,5.8,2.19375,2.20188,2.1603,2.14025,1.84789,2.04206,2.04053
612,Odobert,TOT,MID,5.3,0,0,0,0,0,0,0
613,Collyer,MUN,MID,4.5,0.0402,0.04488,0.04103,0.04612,0.04666,0.04497,0.0403
614,Metcalfe,EVE,MID,4.5,0,0,0,0,0,0,0
615,Rushworth,BHA,GK,4,0,0,0,0,0,0,0
616,Nelson,LEI,DEF,4,0,0,0,0,0,0,0
617,Evanilson,BOU,FWD,6,2.38978,2.35215,2.58996,2.44663,2.65361,2.4265,2.62428
618,Georginio,BHA,MID,5.6,2.23136,2.32034,2.27693,2.31816,2.21113,2.18583,1.95986
619,Cajuste,IPS,MID,4.5,1.64131,1.61876,1.63271,1.58361,1.43518,1.50464,1.55457
620,Sosa,NFO,MID,5.5,1.3765,1.51984,1.47976,1.5544,1.46864,1.43078,1.62594
621,"João Félix",CHE,MID,6.1,1.01566,0.8643,0.97225,0.84763,0.94144,0.85633,0.88227
622,Berge,FUL,MID,5,1.74797,1.67089,1.67334,1.81226,1.75369,1.81393,1.75863
623,M.Fernandes,SOU,MID,5,2.11121,2.12172,2.1535,2.13801,2.30371,2.12684,2.21907
624,Begovic,EVE,GK,4,0.19978,0.22314,0.27064,0.20638,0.27053,0.19744,0.24229
625,Gündogan,MCI,MID,6.5,2.41387,2.32817,2.29786,2.36753,2.42824,2.48204,2.55191
626,Kaboré,MCI,DEF,4.5,0,0,0,0,0,0,0
627,Dixon,EVE,DEF,4,0.04819,0.04831,0.0588,0.04846,0.0588,0.04603,0.0509
628,F.Kadıoğlu,BHA,DEF,4.5,0.56555,1.09522,1.41285,1.75101,1.65538,1.93833,1.68468
629,O'Riley,BHA,MID,5.5,1.87857,2.00781,2.1041,2.0449,2.06036,1.93097,1.80724
630,O'Shea,IPS,DEF,4,2.23236,2.30179,2.41194,2.32285,2.71122,2.32065,2.44435
631,J.Clarke,IPS,MID,5.5,2.01858,2.02103,1.92753,1.91911,1.57921,1.81773,1.7849
632,Ogbene,IPS,MID,4.9,0,0,0,0,0,0,0
633,Merino,ARS,MID,6,1.08482,1.46969,1.73582,1.72153,1.85811,1.80089,1.69425
634,G.Nunes,BRE,MID,4.9,0.02125,0.71202,0.79029,0.8992,0.84361,0.82136,0.98382
635,"El Khannouss",LEI,MID,4.9,1.40281,1.3336,1.29776,1.46439,1.22752,1.22933,1.35243
636,Chiesa,LIV,MID,6.8,0.41205,0.85721,1.24595,1.31195,1.72474,1.52475,1.42659
637,Meupiyou,WOL,DEF,4,0.27871,0.41609,0.40307,0.4474,0.42397,0.53262,0.42913
638,"Oulad M'hand",ARS,MID,4.5,0.01856,0.01891,0.01964,0.01909,0.01917,0.01934,0.0184
639,Setford,ARS,GK,4.5,0.00757,0.00936,0.00709,0.00874,0.00644,0.00939,0.0092
640,Swinkels,AVL,DEF,4,0.03515,0.03366,0.03771,0.037,0.04177,0.03546,0.03737
641,Zych,AVL,GK,4,0.00651,0.00604,0.00714,0.00781,0.00808,0.0069,0.00687
642,André,WOL,MID,5,1.43754,1.50884,1.52419,1.53235,1.48672,1.41464,1.54073
643,Casey,WHU,DEF,4,0.01625,0.02166,0.02564,0.02453,0.02584,0.02554,0.03122
644,Umeh-Chibueze,CRY,MID,4.5,8.0E-5,0.0003,0.00065,0.00084,0.00097,0.0011,0.00101
645,Devenny,CRY,MID,4.5,1.05304,1.04548,1.08576,1.07089,1.0963,1.19165,1.1086
646,Agbinone,CRY,MID,4.5,0.3288,0.32343,0.34612,0.33544,0.3497,0.37393,0.34355
647,Rodney,CRY,MID,4.5,0.00076,0.00075,0.00079,0.00077,0.0008,0.00086,0.00079
648,Wheatley,MUN,FWD,4.5,0.03754,0.04778,0.03911,0.04857,0.05195,0.04631,0.03847
649,Meghoma,BRE,DEF,4,0.04244,0.0365,0.0424,0.03472,0.0388,0.03629,0.03684
650,Lacroix,CRY,DEF,4.5,2.26664,2.27832,2.43095,2.27861,2.41729,2.21274,2.31847
651,Mangala,EVE,MID,5,2.05844,1.79913,1.7932,1.83649,1.82441,1.92134,1.90971
652,Ugarte,MUN,MID,4.9,1.34824,1.69027,1.36624,1.7302,1.55277,1.68658,1.34014
653,Morato,NFO,DEF,4.5,1.42814,1.28464,1.18574,1.41028,1.21863,1.16701,1.28606
654,C.Soler,WHU,MID,5,1.63882,1.80714,1.59427,1.69556,1.81513,1.5692,1.5276
655,Forbs,WOL,MID,5.5,0.92596,1.01664,0.97106,1.00672,0.90752,0.90907,0.95868
656,Young,AVL,MID,4.5,0.02746,0.02816,0.02635,0.02453,0.02583,0.02677,0.02981
657,Kacurri,ARS,DEF,4,0.02763,0.03164,0.02704,0.03104,0.02766,0.03479,0.03115
658,Heaven,ARS,DEF,4,0.02763,0.03164,0.02704,0.03104,0.02766,0.03479,0.03115
659,Kabia,ARS,MID,4.5,0.02401,0.02439,0.02541,0.02462,0.0248,0.02493,0.02373
660,Jaros,LIV,GK,4,0.01196,0.01103,0.01009,0.01255,0.01017,0.01127,0.01017
661,Yogane,BRE,MID,4.5,0.03891,0.04004,0.03757,0.03994,0.03798,0.0368,0.04331
662,Nichols,ARS,DEF,4,0.04678,0.05375,0.04576,0.05273,0.04682,0.0591,0.05291
663,Samuels,BHA,DEF,4,0.0688,0.06318,0.06058,0.06913,0.06056,0.07408,0.06335
664,Pond,WOL,DEF,3.9,0.43237,0.48713,0.41966,0.44473,0.41955,0.5308,0.42466
665,Butler-Oyedeji,ARS,FWD,4.5,0.04453,0.04644,0.04914,0.04717,0.04635,0.04597,0.04481
666,Kporha,CRY,DEF,4,0.38041,0.39144,0.41689,0.38906,0.41333,0.35592,0.39214
667,Fletcher,MUN,MID,4.5,0.0934,0.1051,0.0955,0.10819,0.10896,0.10536,0.09353
668,Cahill,BHA,GK,3.9,0.01132,0.00954,0.00947,0.01072,0.00911,0.01176,0.00953
669,Davies,LIV,GK,4,0.00818,0.00756,0.00693,0.00857,0.00698,0.00772,0.00698
670,Amass,MUN,DEF,4,0.02287,0.01801,0.02289,0.0187,0.02003,0.01892,0.02204
671,Wright,MCI,MID,4.5,0.00271,0.00266,0.0026,0.00263,0.00275,0.00282,0.00281
672,Simpson-Pusey,MCI,DEF,4,0.87494,0.96651,0.86337,1.06046,0.84697,0.90677,0.90407
673,Fitzgerald,MUN,MID,4.5,0.16966,0.19121,0.17358,0.19692,0.19836,0.1917,0.16985
674,Maghoma,BRE,MID,4.5,0.17582,0.18102,0.16963,0.18057,0.17156,0.16575,0.19591
675,Wilson-Esbrand,MCI,DEF,4,0.2699,0.29803,0.26621,0.32661,0.26129,0.2799,0.27874
676,Marsh,CRY,FWD,4.5,0.14226,0.12203,0.14327,0.12912,0.14533,0.16031,0.13329
677,Scarles,WHU,DEF,4,0.00203,0.00205,0.00215,0.00196,0.00207,0.00204,0.00248
678,Bates,EVE,MID,4.5,0.38238,0.32364,0.31643,0.33944,0.32378,0.35744,0.34208
679,Broggio,AVL,MID,4.5,0.3954,0.40614,0.37924,0.35152,0.37091,0.38549,0.43111
680,Kinsey,BOU,DEF,4,0.0026,0.00251,0.00256,0.00277,0.00248,0.00279,0.0024
681,McConville,BHA,DEF,4,0.45744,0.42148,0.40688,0.46027,0.40618,0.49182,0.42228
682,Edozie,WOL,MID,4.5,0.32414,0.34811,0.33735,0.35318,0.32526,0.32318,0.33958
683,Olusesi,TOT,MID,4.5,0.3311,0.32928,0.37563,0.31375,0.33195,0.37106,0.34765
684,Hardy,TOT,DEF,4,0.51221,0.49055,0.49326,0.48756,0.49595,0.49139,0.49111
685,Slater,BHA,DEF,4,0.64196,0.59189,0.57076,0.64612,0.56971,0.68998,0.59191
686,Mayers,WHU,DEF,4,0.63391,0.64076,0.67078,0.61457,0.64622,0.63646,0.77208
687,Winterburn,BOU,MID,4.5,0.46337,0.43805,0.49626,0.47068,0.49764,0.46681,0.48561
